"coder"	"question_id"	"item_admin"	"item_name"	"language"	"country"	"study"	"domain"	"natpoldomain"	"dom_european"	"intpoldomain"	"dom_family"	"dom_personal"	"dom_work"	"dom_consumer"	"dom_leisure"	"dom_health"	"dom_backgrou"	"dom_other"	"concept"	"conc_simple"	"conc_complex"	"socdesir"	"centrality"	"ref_period"	"form_basic"	"used_WH_word"	"WH_word"	"questiontype"	"gradation"	"balance"	"encourage"	"subjectiveop"	"opinionother"	"stimulus"	"absolute"	"scale_basic"	"ncategories"	"labels"	"labels_gramm"	"labels_order"	"scale_corres"	"scale_max"	"scale_trange"	"scale_urange"	"symmetry"	"scal_neutral"	"fixrefpoints"	"nfrequencies"	"dont_know"	"instr_interv"	"instr_respon"	"motivation"	"knowledge"	"intropresent"	"nsents_intro"	"nwords_intro"	"numsub_intro"	"intr_request"	"nsents_quest"	"nwords_quest"	"nnouns_quest"	"nabst_quest"	"nsyll_quest"	"nsub_quest"	"nnouns_ans"	"nwords_ans"	"nsyll_ans"	"nabst_ans"	"usedshowcard"	"showc_horiz"	"showc_over"	"showc_letter"	"showc_boxes"	"showc_start"	"showc_quest"	"showc_pict"	"highest_num"	"num_isents"	"question"	"battery"
"kyriakit"	5,356	"None"	"testa24"	"ell"	"GR"	"ESS Round 2"	7	"."	"."	"."	"."	"."	3	"."	"."	"."	"."	"."	7	7	"."	1	1	2	1	1	10	2	1	0	1	1	0	0	1	0	5	2	1	1	1	5	0	0	0	1	1	"."	3	1	1	0	"."	1	3	12	2	1	3	24	4	3	46	1	9	"."	70	5	1	1	1	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,357	"None"	"testa25"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	1	11	2	1	0	1	1	0	1	0	0	11	2	0	1	1	"."	1	0	"."	3	2	"."	3	1	1	1	2	0	"."	"."	"."	"."	10	46	6	5	107	4	2	"."	21	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,358	"None"	"testa26"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	11	2	0	1	1	"."	1	0	"."	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	2	1	1	6	0	2	"."	21	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,359	"None"	"testa27"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	11	2	0	1	1	"."	1	0	"."	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	2	1	0	5	0	2	"."	21	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,360	"None"	"testa28"	"ell"	"GR"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	1	"."	"."	1	1	2	1	1	11	2	1	0	1	0	0	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	2	1	1	0	"."	0	"."	"."	"."	"."	5	34	6	2	76	2	0	"."	30	0	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,361	"None"	"testa29"	"ell"	"GR"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	7	3	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	2	0	0	0	"."	0	"."	"."	"."	"."	1	12	2	0	29	0	0	"."	30	0	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,362	"None"	"testa30"	"ell"	"GR"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	5	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	2	0	0	0	"."	0	"."	"."	"."	"."	2	14	3	1	29	1	0	"."	30	0	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,364	"None"	"testa32"	"ell"	"GR"	"ESS Round 2"	7	"."	"."	"."	"."	"."	2	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	1	11	2	1	0	1	0	0	0	0	0	11	2	0	1	1	"."	1	0	"."	3	1	"."	2	1	1	1	2	0	"."	"."	"."	"."	8	44	7	6	91	3	2	"."	16	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,365	"None"	"testa33"	"ell"	"GR"	"ESS Round 2"	7	"."	"."	"."	"."	"."	7	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	1	11	2	1	0	1	0	0	0	0	0	11	2	0	1	1	"."	1	0	"."	3	1	"."	2	1	1	1	2	0	"."	"."	"."	"."	8	43	4	3	90	3	0	"."	17	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,366	"None"	"testa34"	"ell"	"GR"	"ESS Round 2"	7	"."	"."	"."	"."	"."	2	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	1	11	2	1	0	1	0	0	0	0	0	11	2	0	1	1	"."	1	0	"."	3	1	"."	2	1	1	1	2	0	"."	"."	"."	"."	8	45	6	5	91	3	0	"."	14	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,367	"None"	"testa35"	"ell"	"GR"	"ESS Round 2"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	1	"."	2	1	1	0	"."	0	"."	"."	"."	"."	3	17	4	3	50	0	0	"."	17	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,368	"None"	"testa36"	"ell"	"GR"	"ESS Round 2"	1	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	1	"."	2	1	1	0	"."	0	"."	"."	"."	"."	4	22	4	3	54	2	0	"."	17	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,369	"None"	"testa37"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	1	"."	2	1	1	0	"."	0	"."	"."	"."	"."	3	19	4	3	50	1	0	"."	17	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,370	"None"	"testa38"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	1	11	2	1	0	1	1	0	1	0	0	11	2	0	1	1	"."	1	0	"."	3	2	"."	3	1	1	1	2	0	"."	"."	"."	"."	10	46	6	5	107	4	2	"."	21	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,371	"None"	"testa39"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	11	2	0	1	1	"."	1	0	"."	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	2	1	1	6	0	2	"."	21	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,372	"None"	"testa40"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	11	2	0	1	1	"."	1	0	"."	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	2	1	0	5	0	2	"."	21	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,373	"G22"	"hwktwd1"	"ell"	"GR"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	5	"."	"."	1	1	2	2	1	9	1	1	0	0	0	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	24	2	1	0	1	2	0	"."	"."	"."	"."	3	43	18	13	112	1	0	"."	4	0	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,374	"G23"	"hwkpwd1"	"ell"	"GR"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	5	"."	"."	1	1	2	2	1	11	1	1	0	0	0	0	0	0	0	6	3	0	1	2	"."	0	0	"."	3	2	"."	2	1	1	0	"."	0	"."	"."	"."	"."	3	17	4	2	41	0	11	"."	90	11	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,375	"G24"	"hwkpwdp"	"ell"	"GR"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	5	"."	"."	1	1	2	2	1	11	1	1	0	0	0	0	0	0	0	6	3	0	1	2	"."	0	0	"."	3	2	"."	2	1	1	0	"."	0	"."	"."	"."	"."	3	22	6	2	47	0	11	"."	90	11	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,376	"D25"	"dckptrt"	"ell"	"GR"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	1	"."	"."	1	1	2	1	1	9	2	1	1	1	0	0	1	0	0	5	3	0	1	2	"."	0	"."	"."	3	2	"."	2	1	1	0	"."	0	"."	"."	"."	"."	5	31	5	1	65	2	3	"."	31	3	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,377	"D26"	"dctreql"	"ell"	"GR"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	7	3	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	1	2	"."	0	"."	"."	3	2	"."	2	0	0	0	"."	0	"."	"."	"."	"."	1	11	2	0	26	0	3	"."	31	3	1	0	1	0	"."	"."	"."	"."	"."	"."	0	"."
"kyriakit"	5,378	"D27"	"dcdisc"	"ell"	"GR"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	5	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	1	2	"."	0	"."	"."	3	2	"."	2	0	0	0	"."	0	"."	"."	"."	"."	2	13	3	1	26	1	3	"."	31	3	1	0	1	0	"."	"."	"."	"."	"."	"."	0	"."
"kyriakit"	5,379	"G6"	"wmcpwrk"	"ell"	"GR"	"ESS Round 2"	10	"."	"."	"."	7	"."	"."	"."	"."	"."	"."	"."	7	5	"."	1	1	2	1	1	11	2	1	0	1	0	0	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	2	1	1	0	"."	1	1	18	0	0	7	38	6	4	77	5	0	"."	30	0	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,380	"G7"	"mnrsphm"	"ell"	"GR"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	7	5	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	2	0	0	0	"."	0	"."	"."	"."	"."	2	18	5	1	32	1	0	"."	30	0	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,381	"G8"	"mnrgtjb"	"ell"	"GR"	"ESS Round 2"	7	"."	"."	"."	"."	"."	3	"."	"."	"."	"."	"."	7	7	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	2	0	0	0	"."	0	"."	"."	"."	"."	3	19	5	3	40	2	0	"."	30	0	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,382	"B25"	"stfeco"	"ell"	"GR"	"ESS Round 2"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	3	"."	2	1	1	0	"."	0	"."	"."	"."	"."	2	17	4	3	48	0	0	"."	21	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,383	"B26"	"stfgov"	"ell"	"GR"	"ESS Round 2"	1	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	3	"."	2	1	1	0	"."	0	"."	"."	"."	"."	4	22	4	3	54	2	0	"."	21	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,384	"B27"	"stfdem"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	3	"."	2	1	1	0	"."	0	"."	"."	"."	"."	3	19	4	3	50	1	0	"."	21	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,385	"G64"	"vrtywrk"	"ell"	"GR"	"ESS Round 2"	7	"."	"."	"."	"."	"."	2	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	1	11	2	1	0	1	0	0	1	0	0	4	3	0	1	2	"."	1	0	"."	3	1	"."	2	1	1	0	"."	0	"."	"."	"."	"."	5	31	6	5	65	3	4	"."	22	4	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,386	"G66"	"jbscr"	"ell"	"GR"	"ESS Round 2"	7	"."	"."	"."	"."	"."	7	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	4	3	0	1	2	"."	1	0	"."	3	1	"."	2	0	0	0	"."	0	"."	"."	"."	"."	1	5	1	1	12	0	4	"."	22	4	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,387	"G70"	"hlthrwk"	"ell"	"GR"	"ESS Round 2"	7	"."	"."	"."	"."	"."	2	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	4	3	0	1	2	"."	1	0	"."	3	1	"."	2	0	0	0	"."	0	"."	"."	"."	"."	1	12	3	3	24	0	4	"."	22	4	1	0	1	0	"."	0	0	0	"."	"."	0	"."
"kyriakit"	5,388	"B4"	"trstprl"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	1	11	2	1	0	1	1	0	1	0	0	11	2	0	1	1	"."	1	0	"."	3	2	"."	2	1	1	1	2	0	"."	"."	"."	"."	10	46	6	5	107	4	2	"."	21	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,389	"B5"	"trstlgl"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	11	2	0	1	1	"."	1	0	"."	3	2	"."	2	0	0	0	"."	0	"."	"."	"."	"."	1	2	1	1	6	0	2	"."	21	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"kyriakit"	5,390	"B7"	"trstplt"	"ell"	"GR"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	11	2	0	1	1	"."	1	0	"."	3	2	"."	2	0	0	0	"."	0	"."	"."	"."	"."	1	2	1	0	5	0	2	"."	21	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"violinay"	5,392	"None"	"testa02"	"rus"	"EE"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	5	"."	"."	1	3	2	2	1	9	1	1	0	0	0	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	24	2	1	1	1	2	1	1	6	0	0	3	52	23	15	122	2	1	"."	2	1	1	0	1	0	"."	"."	"."	"."	"."	"."	0	"."
"violinay"	5,393	"None"	"testa03"	"rus"	"EE"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	5	"."	"."	1	3	2	2	1	9	1	1	0	0	0	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	24	2	1	0	0	"."	0	"."	"."	"."	"."	1	11	4	4	25	0	0	"."	2	0	1	0	1	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,394	"None"	"testa04"	"rus"	"EE"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	5	"."	"."	1	3	2	2	1	9	1	0	0	0	0	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	24	2	1	0	0	"."	0	"."	"."	"."	"."	1	15	9	5	36	0	0	"."	2	0	1	0	1	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,395	"None"	"testa05"	"rus"	"EE"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	1	"."	"."	1	2	2	1	1	11	2	1	0	0	0	0	1	0	0	5	3	0	2	0	"."	1	1	1	1	3	"."	2	1	1	0	"."	0	"."	"."	"."	"."	3	22	5	2	55	0	0	"."	33	0	1	0	0	0	"."	"."	"."	"."	"."	"."	0	"."
"violinay"	5,396	"None"	"testa06"	"rus"	"EE"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	7	3	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	0	"."	1	1	1	1	3	5	2	0	0	0	"."	0	"."	"."	"."	"."	1	11	2	0	29	0	0	"."	33	0	1	0	0	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,397	"None"	"testa07"	"rus"	"EE"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	5	"."	"."	1	2	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	0	"."	1	1	1	1	3	"."	2	0	0	0	"."	0	"."	"."	"."	"."	1	12	4	2	30	1	0	"."	33	0	1	0	0	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,398	"None"	"testa08"	"rus"	"EE"	"ESS Round 2"	10	"."	"."	"."	7	"."	"."	"."	"."	"."	"."	"."	7	5	"."	1	2	2	1	1	11	2	1	0	1	0	0	1	0	0	5	3	0	2	0	"."	1	1	1	1	3	"."	2	0	1	0	"."	1	1	13	0	0	2	21	4	3	57	1	0	"."	44	0	1	0	0	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,399	"None"	"testa09"	"rus"	"EE"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	7	5	"."	1	2	2	0	","	","	","	","	","	","	","	","	1	0	0	5	3	0	2	0	"."	1	1	1	1	3	"."	2	0	1	0	"."	0	"."	"."	"."	"."	1	11	5	2	23	0	0	"."	38	0	1	0	0	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,400	"None"	"testa10"	"rus"	"EE"	"ESS Round 2"	7	"."	"."	"."	"."	"."	3	"."	"."	"."	"."	"."	7	7	"."	1	2	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	0	"."	1	1	1	1	3	"."	2	0	0	0	"."	0	"."	"."	"."	"."	1	17	5	3	31	1	0	"."	38	0	1	0	0	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,401	"None"	"testa11"	"rus"	"EE"	"ESS Round 2"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	2	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	3	"."	2	1	1	0	"."	0	"."	"."	"."	"."	2	12	3	2	33	0	0	"."	34	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"violinay"	5,402	"None"	"testa12"	"rus"	"EE"	"ESS Round 2"	1	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	1	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	3	"."	2	1	1	0	"."	0	"."	"."	"."	"."	2	18	4	3	43	2	0	"."	34	0	1	1	0	1	0	0	1	0	"."	"."	0	"."
"violinay"	5,403	"None"	"testa13"	"rus"	"EE"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	2	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	3	"."	2	1	1	0	"."	0	"."	"."	"."	"."	2	16	3	2	34	1	0	"."	34	0	1	1	0	1	0	0	0	0	"."	"."	"."	"."
"violinay"	5,405	"None"	"testa15"	"rus"	"EE"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	5	"."	"."	1	3	2	2	1	9	1	1	0	0	0	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	24	2	1	1	1	2	1	1	12	1	0	3	54	23	14	122	2	0	"."	2	0	1	0	1	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,406	"None"	"testa16"	"rus"	"EE"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	5	"."	"."	2	2	2	2	1	3	1	1	0	0	0	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	100	2	1	1	1	2	0	"."	"."	"."	"."	2	27	6	6	51	1	0	"."	2	0	1	0	1	0	"."	"."	"."	"."	"."	"."	0	"."
"violinay"	5,407	"None"	"testa17"	"rus"	"EE"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	5	"."	"."	2	2	2	2	1	3	1	1	0	0	0	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	100	2	1	1	1	2	0	"."	"."	"."	"."	2	32	11	7	65	2	0	"."	2	0	1	0	1	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,409	"None"	"testa19"	"rus"	"EE"	"ESS Round 2"	7	"."	"."	"."	"."	"."	2	"."	"."	"."	"."	"."	1	"."	"."	2	3	2	0	","	","	","	","	","	","	","	","	1	0	0	4	3	0	1	0	"."	1	0	"."	3	1	"."	2	1	0	0	"."	1	1	9	0	0	1	2	1	1	5	0	0	"."	33	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	0	"."
"violinay"	5,410	"None"	"testa20"	"rus"	"EE"	"ESS Round 2"	7	"."	"."	"."	"."	"."	7	"."	"."	"."	"."	"."	1	"."	"."	2	3	2	0	","	","	","	","	","	","	","	","	1	0	0	4	3	0	1	0	"."	1	0	"."	3	1	"."	2	1	0	0	"."	0	"."	"."	"."	"."	1	2	1	1	5	0	0	"."	23	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,411	"None"	"testa21"	"rus"	"EE"	"ESS Round 2"	7	"."	"."	"."	"."	"."	2	"."	"."	"."	"."	"."	1	"."	"."	2	3	2	2	0	"."	1	1	1	0	0	0	0	0	0	4	3	0	1	2	"."	1	0	"."	3	1	4	2	1	0	0	"."	0	"."	"."	"."	"."	1	9	4	4	26	0	0	"."	17	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	0	"."
"violinay"	5,412	"None"	"testa22"	"rus"	"EE"	"ESS Round 2"	10	"."	"."	"."	7	"."	"."	"."	"."	"."	"."	"."	7	5	"."	1	2	2	1	1	10	2	1	0	1	1	0	0	0	0	5	2	1	1	2	"."	1	0	0	3	1	"."	3	0	1	0	"."	1	1	12	1	1	1	15	3	3	62	3	6	"."	57	4	1	1	0	1	0	1	0	0	"."	"."	0	"."
"violinay"	5,413	"None"	"testa23"	"rus"	"EE"	"ESS Round 2"	10	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	"."	7	5	"."	1	2	2	1	1	11	2	1	0	1	1	0	0	0	0	5	2	1	1	2	"."	0	0	1	3	0	"."	3	0	1	0	"."	1	1	12	1	1	1	27	4	3	27	3	10	"."	50	4	1	1	0	1	0	1	0	0	"."	"."	"."	"."
"violinay"	5,414	"None"	"testa24"	"rus"	"EE"	"ESS Round 2"	7	"."	"."	"."	"."	"."	3	"."	"."	"."	"."	"."	7	7	"."	2	2	2	1	1	10	2	1	0	1	1	0	0	0	0	5	2	1	1	3	"."	0	0	"."	3	0	"."	3	0	1	0	"."	1	1	12	1	1	1	27	4	3	27	3	9	"."	57	6	1	1	0	1	0	1	0	0	"."	"."	"."	"."
"violinay"	5,415	"None"	"testa25"	"rus"	"EE"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	1	11	2	1	1	1	1	0	1	0	0	11	2	0	1	1	10	1	0	"."	3	2	"."	3	1	1	1	2	0	"."	"."	"."	"."	3	30	4	3	70	2	2	"."	12	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"violinay"	5,416	"None"	"testa26"	"rus"	"EE"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	11	2	0	1	1	10	1	0	"."	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	2	2	2	8	0	2	"."	12	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"violinay"	5,417	"None"	"testa27"	"rus"	"EE"	"ESS Round 2"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	11	2	0	1	1	10	1	0	"."	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	1	1	0	4	0	2	"."	12	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"violinay"	5,418	"None"	"testa28"	"rus"	"EE"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	1	"."	"."	1	2	2	1	1	10	1	1	0	1	0	0	1	0	0	5	3	0	2	0	"."	1	1	1	1	3	"."	2	1	1	0	"."	0	"."	"."	"."	"."	4	25	6	2	25	0	0	"."	33	0	1	0	0	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,419	"None"	"testa29"	"rus"	"EE"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	7	3	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	0	"."	1	1	1	1	3	"."	2	0	0	0	"."	0	"."	"."	"."	"."	1	10	2	0	25	0	0	"."	33	0	1	0	0	0	"."	"."	"."	"."	"."	"."	"."	"."
"violinay"	5,420	"None"	"testa30"	"rus"	"EE"	"ESS Round 2"	3	"."	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	5	"."	"."	1	2	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	2	0	0	0	"."	0	"."	"."	"."	"."	1	9	4	2	25	1	0	"."	33	0	1	0	0	0	"."	"."	"."	"."	"."	"."	"."	"."
