"","absolute","balance","battery","centrality","coder","conc_complex","conc_simple","concept","country","dom_backgrou","dom_consumer","dom_european","dom_family","dom_health","dom_leisure","dom_other","dom_personal","dom_work","domain","dont_know","encourage","fixrefpoints","form_basic","gradation","highest_num","instr_interv","instr_respon","intpoldomain","intr_request","intropresent","item_admin","item_name","knowledge","labels","labels_gramm","labels_order","language","motivation","nabst_ans","nabst_quest","natpoldomain","ncategories","nfrequencies","nnouns_ans","nnouns_quest","nsents_intro","nsents_quest","nsub_quest","nsyll_ans","nsyll_quest","num_isents","numsub_intro","nwords_ans","nwords_intro","nwords_quest","opinionother","question","question_id","questiontype","ref_period","scal_neutral","scale_basic","scale_corres","scale_max","scale_trange","scale_urange","showc_boxes","showc_horiz","showc_letter","showc_over","showc_pict","showc_quest","showc_start","socdesir","stimulus","study","subjectiveop","symmetry","used_WH_word","usedshowcard","WH_word"
"4442",0,0,NA,3,"irmtraud",NA,NA,1,"CH",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,NA,1,0,NA,1,1,NA,NA,0,"HS6","testc6",NA,NA,NA,NA,"deu",0,2,2,NA,NA,NA,4,5,NA,2,2,26,36,NA,NA,NA,NA,25,0,NA,8888,1,2,NA,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,"ESS Round 4",1,NA,0,1,NA
"4443",0,1,NA,2,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,1,0,NA,NA,0,"HS7","testc7",NA,2,0,1,"deu",0,0,2,12,11,NA,0,2,NA,1,0,7,23,NA,NA,NA,NA,13,0,NA,8889,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",0,1,1,1,10
"4444",0,1,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,1,0,NA,NA,0,"HS8","testc8",NA,2,0,1,"deu",0,0,5,1,11,NA,0,5,NA,1,2,7,36,NA,NA,NA,NA,25,0,NA,8890,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",1,1,1,1,11
"4445",0,1,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,1,0,NA,NA,0,"HS9","testc9",NA,2,0,1,"deu",0,0,4,3,11,NA,0,4,NA,1,1,7,29,NA,NA,NA,NA,19,0,NA,8891,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",0,1,1,1,11
"4446",0,0,NA,1,"irmtraud",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,1,NA,1,1,NA,NA,0,"HS10","testc10",NA,3,1,2,"deu",0,7,4,12,5,NA,7,5,NA,2,3,51,42,NA,NA,NA,NA,22,0,NA,8892,1,1,3,0,0,NA,0,NA,NA,0,0,1,0,0,0,1,0,"ESS Round 4",1,NA,0,1,NA
"4447",0,0,NA,1,"irmtraud",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,1,NA,1,1,NA,NA,0,"HS11","testc11",NA,3,1,2,"deu",0,3,3,1,5,NA,3,6,NA,2,1,27,42,NA,NA,NA,NA,23,0,NA,8893,1,1,3,0,0,NA,0,NA,NA,0,0,1,0,0,0,1,0,"ESS Round 4",1,NA,0,1,NA
"4448",0,0,NA,1,"irmtraud",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,1,NA,1,1,NA,NA,0,"HS12","testc12",NA,3,1,2,"deu",0,7,4,1,5,NA,7,5,NA,2,3,51,45,NA,NA,NA,NA,26,0,NA,8894,1,1,3,0,0,NA,0,NA,NA,0,0,1,0,0,0,1,0,"ESS Round 4",1,NA,0,1,NA
"4449",0,0,NA,1,"irmtraud",NA,NA,5,"CH",NA,NA,NA,NA,NA,9,NA,NA,NA,14,2,0,1,2,1,NA,1,1,NA,NA,0,"HS13","testc13",NA,3,0,1,"deu",0,7,2,NA,7,NA,7,3,NA,1,0,24,23,NA,NA,NA,NA,12,0,NA,8895,1,2,3,0,0,NA,0,NA,NA,0,0,1,0,0,0,1,0,"ESS Round 4",0,NA,1,1,9
"4450",0,0,NA,1,"irmtraud",NA,NA,5,"CH",NA,NA,NA,NA,NA,8,NA,NA,NA,14,2,0,1,2,1,NA,1,0,NA,NA,0,"HS14","testc14",NA,3,0,1,"deu",0,7,2,NA,7,NA,7,4,NA,1,0,24,24,NA,NA,NA,NA,12,0,NA,8896,1,2,3,0,0,NA,0,NA,NA,0,0,1,0,0,0,1,0,"ESS Round 4",0,NA,1,1,9
"4451",0,0,NA,1,"irmtraud",NA,NA,5,"CH",NA,NA,NA,NA,NA,7,NA,NA,NA,14,2,0,1,2,1,NA,1,0,NA,NA,0,"HS15","testc15",NA,3,0,1,"deu",0,7,2,NA,7,NA,7,3,NA,1,0,24,21,NA,NA,NA,NA,12,0,NA,8897,1,2,3,0,0,NA,0,NA,NA,0,0,1,0,0,0,1,0,"ESS Round 4",0,NA,1,1,9
"4452",0,0,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,NA,1,1,NA,NA,0,"HS16","testc16",2,2,0,1,"deu",1,0,7,3,6,NA,0,8,NA,3,3,11,79,NA,NA,NA,NA,41,0,NA,8898,2,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,1,"ESS Round 4",1,NA,1,1,11
"4453",0,NA,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,0,NA,NA,0,0,NA,NA,0,"HS17","testc17",NA,2,0,1,"deu",0,2,1,3,6,NA,2,1,NA,1,0,10,2,NA,NA,NA,NA,1,NA,NA,8899,NA,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,1,"ESS Round 4",NA,NA,NA,1,NA
"4454",0,NA,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,0,NA,NA,0,0,NA,NA,0,"HS18","testc18",NA,2,0,1,"deu",0,2,1,3,6,NA,2,1,NA,1,0,11,3,NA,NA,NA,NA,1,NA,NA,8900,NA,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,1,"ESS Round 4",NA,NA,NA,1,NA
"4455",0,0,NA,2,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,NA,1,0,NA,NA,0,"HS19","testc19",NA,3,0,2,"deu",0,0,3,12,5,NA,0,3,NA,2,2,16,41,NA,NA,NA,NA,31,0,NA,8901,2,2,1,0,0,NA,1,1,NA,0,0,1,0,0,0,1,1,"ESS Round 4",0,1,1,1,11
"4456",0,NA,NA,2,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0,NA,NA,0,0,NA,NA,0,"HS20","testc20",NA,3,0,2,"deu",0,0,5,1,5,NA,0,5,NA,1,1,16,18,NA,NA,NA,NA,16,NA,NA,8902,NA,2,1,0,0,NA,1,1,NA,0,0,1,0,0,0,1,1,"ESS Round 4",NA,1,NA,1,NA
"4457",0,NA,NA,2,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0,NA,NA,0,0,NA,NA,0,"HS21","testc21",NA,3,0,2,"deu",0,0,4,3,5,NA,0,4,NA,1,1,16,20,NA,NA,NA,NA,18,NA,NA,8903,NA,2,1,0,0,NA,1,1,NA,0,0,1,0,0,0,1,1,"ESS Round 4",NA,1,NA,1,NA
"4458",0,0,NA,1,"irmtraud",NA,1,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,1,1,NA,NA,0,"HS22","testc22",4,2,0,1,"deu",1,0,1,5,11,NA,0,3,NA,2,2,6,38,NA,NA,NA,NA,31,0,NA,8904,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",1,1,1,1,5
"4459",0,0,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,1,1,NA,NA,0,"HS23","testc23",NA,2,0,1,"deu",0,0,1,5,11,NA,0,2,NA,1,1,6,26,NA,NA,NA,NA,16,0,NA,8905,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",1,1,1,1,5
"4460",0,0,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,1,1,NA,NA,0,"HS24","testc24",NA,2,0,1,"deu",0,0,1,5,11,NA,0,2,NA,1,1,6,26,NA,NA,NA,NA,16,0,NA,8906,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",1,1,1,1,5
"4461",0,0,NA,3,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,0,1,1,NA,1,1,NA,0,1,"HS25","testc25",2,2,1,1,"deu",1,0,3,NA,6,NA,1,6,2,3,4,18,70,NA,4,NA,46,58,0,NA,8907,1,2,3,0,1,NA,1,1,0,1,1,0,0,0,0,2,0,"ESS Round 4",1,1,0,1,NA
"4462",0,0,NA,3,"irmtraud",NA,NA,1,"CH",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,0,1,1,NA,1,1,NA,NA,0,"HS26","testc26",NA,2,1,1,"deu",0,0,1,NA,6,NA,2,3,NA,2,4,29,55,NA,NA,NA,NA,32,0,NA,8908,1,2,3,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",1,1,0,1,NA
"4463",0,0,NA,3,"irmtraud",NA,NA,1,"CH",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,0,1,1,NA,1,1,NA,NA,0,"HS27","testc27",NA,2,1,1,"deu",0,2,2,NA,6,NA,4,4,NA,2,2,27,40,NA,NA,NA,NA,22,0,NA,8909,1,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,0,"ESS Round 4",1,NA,0,1,NA
"4464",0,0,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,NA,1,1,NA,NA,0,"HS28","testc28",2,2,0,1,"deu",1,2,5,3,11,NA,2,7,NA,4,3,17,74,NA,NA,NA,NA,44,0,NA,8910,2,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,1,"ESS Round 4",1,NA,1,1,10
"4465",0,NA,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,0,NA,NA,0,0,NA,NA,0,"HS29","testc29",NA,2,0,1,"deu",0,2,1,3,11,NA,2,1,NA,1,0,9,3,NA,NA,NA,NA,2,NA,NA,8911,NA,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,1,"ESS Round 4",NA,NA,NA,1,NA
"4466",0,NA,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,0,NA,NA,0,0,NA,NA,0,"HS30","testc30",NA,2,0,1,"deu",0,2,1,3,11,NA,2,1,NA,1,0,9,4,NA,NA,NA,NA,2,NA,NA,8912,NA,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,1,"ESS Round 4",NA,NA,NA,1,NA
"4467",0,0,NA,1,"irmtraud",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,NA,1,1,NA,NA,0,"HS31","testc31",NA,3,0,2,"deu",0,0,4,12,5,NA,0,5,NA,2,3,16,51,NA,NA,NA,NA,33,0,NA,8913,2,1,1,0,0,NA,1,1,NA,0,0,1,0,0,0,1,1,"ESS Round 4",0,1,1,1,11
"4468",0,NA,NA,1,"irmtraud",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0,NA,NA,0,0,NA,NA,0,"HS32","testc32",NA,3,0,2,"deu",0,0,2,1,5,NA,0,4,NA,1,0,13,22,NA,NA,NA,NA,11,NA,NA,8914,NA,1,1,0,0,NA,1,1,NA,0,0,1,0,0,0,1,1,"ESS Round 4",NA,1,NA,1,NA
"4469",0,NA,NA,1,"irmtraud",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0,NA,NA,0,0,NA,NA,0,"HS33","testc33",NA,3,0,2,"deu",0,0,2,1,5,NA,0,3,NA,1,1,16,18,NA,NA,NA,NA,13,NA,NA,8915,NA,1,1,0,0,NA,1,1,NA,0,0,1,0,0,0,1,1,"ESS Round 4",NA,1,NA,1,NA
"4470",0,0,NA,1,"irmtraud",NA,1,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,1,1,NA,NA,0,"HS34","testc34",4,2,0,1,"deu",1,0,1,5,11,NA,0,3,NA,2,2,2,38,NA,NA,NA,NA,31,0,NA,8916,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",1,1,1,1,5
"4471",0,0,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,1,1,NA,NA,0,"HS35","testc35",2,2,0,1,"deu",1,0,1,5,11,NA,0,2,NA,1,3,2,35,NA,NA,NA,NA,25,0,NA,8917,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",1,1,1,1,5
"4472",0,0,NA,1,"irmtraud",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,1,1,NA,NA,0,"HS36","testc36",2,2,0,1,"deu",1,0,1,5,11,NA,0,2,NA,1,3,2,34,NA,NA,NA,NA,25,0,NA,8918,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",1,1,1,1,5
"4473",0,0,NA,1,"elizanef",NA,NA,5,"CH",NA,NA,NA,NA,NA,9,NA,NA,NA,14,2,0,7,2,1,NA,0,1,NA,NA,0,"A1","TVTOT",NA,3,0,1,"fra",0,11,3,NA,8,NA,11,5,NA,2,3,64,35,NA,NA,NA,NA,26,0,NA,8919,1,2,3,0,2,NA,0,NA,NA,0,0,1,0,0,0,0,0,"ESS Round 4",0,NA,1,1,9
"4474",0,0,NA,1,"elizanef",NA,NA,5,"CH",NA,NA,NA,NA,NA,8,NA,NA,NA,14,2,0,7,2,1,NA,0,1,NA,NA,0,"A3","RDTOT",NA,3,0,1,"fra",0,11,5,NA,8,NA,11,7,NA,2,2,64,29,NA,NA,NA,NA,23,0,NA,8920,1,2,3,0,2,NA,0,NA,NA,0,0,1,0,0,0,0,0,"ESS Round 4",0,NA,1,1,9
"4475",0,0,NA,1,"elizanef",NA,NA,5,"CH",NA,NA,NA,NA,NA,7,NA,NA,NA,14,2,0,7,2,1,NA,0,1,NA,NA,0,"A5","NWSPTOT",NA,3,0,1,"fra",0,11,5,NA,8,NA,11,7,NA,2,1,64,27,NA,NA,NA,NA,21,0,NA,8921,1,2,3,0,2,NA,0,NA,NA,0,0,1,0,0,0,0,0,"ESS Round 4",0,NA,1,1,9
"4476",0,0,NA,1,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,1,1,1,NA,0,1,NA,NA,0,"A8","PPLTRST",NA,2,1,1,"fra",0,2,9,NA,11,NA,2,9,NA,2,7,27,85,NA,NA,NA,NA,60,0,NA,8922,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,0,1,NA
"4477",0,0,NA,1,"elizanef",NA,NA,1,"CH",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,1,1,1,NA,0,1,NA,NA,0,"A9","PPLFAIR",NA,2,1,1,"fra",0,2,1,NA,11,NA,2,2,NA,1,6,39,37,NA,NA,NA,NA,28,0,NA,8923,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,0,1,NA
"4478",0,1,NA,4,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,0,1,NA,NA,0,"B25","STFECO",NA,2,0,1,"fra",0,0,3,12,11,NA,0,4,NA,2,1,12,28,NA,NA,NA,NA,17,0,NA,8924,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,2,0,"ESS Round 4",0,1,1,1,10
"4479",0,1,NA,4,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,NA,0,1,NA,NA,0,"B26","STFGOV",NA,2,0,1,"fra",0,0,3,1,11,NA,0,4,NA,2,2,12,29,NA,NA,NA,NA,19,0,NA,8925,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,2,0,"ESS Round 4",0,1,1,1,10
"4480",0,1,NA,4,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,0,1,NA,NA,0,"B27","STFDEM",NA,2,0,1,"fra",0,0,4,3,11,NA,0,5,NA,2,2,12,31,NA,NA,NA,NA,24,0,NA,8926,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,2,0,"ESS Round 4",0,1,1,1,10
"4481",0,NA,NA,4,"elizanef",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,0,NA,NA,0,0,NA,NA,0,"B30","GINCDIF",NA,3,0,2,"fra",0,6,3,12,5,NA,6,3,NA,1,1,26,18,NA,NA,NA,NA,12,NA,NA,8927,NA,1,1,0,3,NA,1,1,NA,0,0,1,0,0,0,2,1,"ESS Round 4",NA,1,NA,1,NA
"4482",0,NA,NA,2,"elizanef",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,0,NA,NA,0,0,NA,NA,0,"B31","FREEHMS",NA,3,0,2,"fra",0,6,4,1,5,NA,6,4,NA,1,3,26,22,NA,NA,NA,NA,16,NA,NA,8928,NA,1,1,0,3,NA,1,1,NA,0,0,1,0,0,0,2,1,"ESS Round 4",NA,1,NA,1,NA
"4483",0,0,NA,1,"elizanef",NA,NA,5,"CH",NA,NA,NA,NA,NA,9,NA,NA,NA,14,3,0,NA,2,1,NA,0,1,NA,0,1,"HS1","testc1",NA,NA,NA,NA,"fra",0,2,6,NA,NA,24,2,7,3,2,2,3,39,NA,2,NA,52,30,0,NA,8929,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"ESS Round 4",0,NA,1,0,9
"4484",0,0,NA,4,"elizanef",NA,NA,5,"CH",NA,NA,NA,NA,NA,8,NA,NA,NA,14,2,0,NA,2,1,NA,0,0,NA,NA,0,"HS2","testc2",NA,NA,NA,NA,"fra",0,2,3,NA,NA,24,2,4,NA,1,1,3,19,NA,NA,NA,NA,13,0,NA,8930,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"ESS Round 4",0,NA,1,0,9
"4485",0,0,NA,1,"elizanef",NA,NA,5,"CH",NA,NA,NA,NA,NA,7,NA,NA,NA,14,3,0,NA,2,1,NA,0,1,NA,NA,0,"HS3","testc3",NA,NA,NA,NA,"fra",0,2,3,NA,NA,24,2,4,NA,1,1,3,19,NA,NA,NA,NA,13,0,NA,8931,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"ESS Round 4",0,NA,1,0,9
"4486",0,0,NA,1,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,4,NA,11,3,0,NA,1,0,NA,0,1,NA,NA,0,"HS4","testc4",NA,NA,NA,NA,"fra",0,1,7,NA,NA,NA,1,8,NA,2,4,23,45,NA,NA,NA,NA,36,0,NA,8932,1,2,NA,1,NA,NA,NA,NA,0,0,1,1,0,0,0,1,0,"ESS Round 4",0,NA,0,1,NA
"4487",0,0,NA,1,"elizanef",NA,NA,1,"CH",NA,NA,NA,NA,NA,NA,NA,4,NA,11,3,0,NA,1,0,NA,0,1,NA,NA,0,"HS5","testc5",NA,NA,NA,NA,"fra",0,2,2,NA,NA,NA,2,3,NA,2,5,30,40,NA,NA,NA,NA,30,0,NA,8933,1,2,NA,1,NA,NA,NA,NA,0,0,1,1,0,0,0,1,0,"ESS Round 4",0,NA,0,1,NA
"4488",0,0,NA,4,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,4,NA,11,3,0,NA,1,0,NA,0,0,NA,NA,0,"HS6","testc6",NA,NA,NA,NA,"fra",0,4,5,NA,NA,NA,4,6,NA,2,3,27,40,NA,NA,NA,NA,29,0,NA,8934,1,2,NA,1,NA,NA,NA,NA,0,0,1,1,0,0,0,2,0,"ESS Round 4",1,NA,0,1,NA
"4489",0,1,NA,4,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,0,1,NA,NA,0,"HS7","testc7",NA,2,0,1,"fra",0,0,3,12,11,NA,0,4,NA,2,3,7,19,NA,NA,NA,NA,13,0,NA,8935,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,2,0,"ESS Round 4",0,1,1,1,10
"4490",0,1,NA,4,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,0,1,NA,NA,0,"HS8","testc8",NA,2,0,1,"fra",0,0,3,1,11,NA,0,4,NA,2,2,7,29,NA,NA,NA,NA,18,0,NA,8936,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,2,0,"ESS Round 4",1,1,1,1,10
"4491",0,1,NA,4,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,0,1,NA,NA,0,"HS9","testc9",NA,2,0,1,"fra",0,0,4,3,11,NA,0,5,NA,1,1,7,22,NA,NA,NA,NA,17,0,NA,8937,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,2,0,"ESS Round 4",0,1,1,1,10
"4492",0,0,NA,4,"elizanef",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,3,1,1,NA,0,1,NA,NA,0,"HS10","testc10",NA,3,1,2,"fra",0,0,5,12,5,NA,0,6,NA,2,4,45,33,NA,NA,NA,NA,24,0,NA,8938,1,1,1,0,3,NA,0,NA,NA,0,0,1,0,0,0,2,0,"ESS Round 4",1,NA,0,1,NA
"4493",0,0,NA,2,"elizanef",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,3,1,1,NA,0,1,NA,NA,0,"HS11","testc11",NA,3,1,2,"fra",0,0,5,1,5,NA,0,6,NA,2,6,45,39,NA,NA,NA,NA,32,0,NA,8939,1,1,1,0,3,NA,0,NA,NA,0,0,1,0,0,0,2,0,"ESS Round 4",1,NA,0,1,NA
"4494",0,0,NA,2,"elizanef",NA,6,7,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,3,1,1,NA,0,1,NA,NA,0,"HS12","testc12",NA,3,1,2,"fra",0,0,5,1,5,NA,0,6,NA,2,6,45,41,NA,NA,NA,NA,36,0,NA,8940,1,1,1,0,3,NA,0,NA,NA,0,0,1,0,0,0,2,0,"ESS Round 4",1,NA,0,1,NA
"4495",0,0,NA,1,"elizanef",NA,NA,5,"CH",NA,NA,NA,NA,NA,9,NA,NA,NA,14,3,0,1,2,1,NA,0,1,NA,NA,0,"HS13","testc13",NA,3,0,1,"fra",0,8,4,NA,7,NA,8,7,NA,1,0,41,20,NA,NA,NA,NA,13,0,NA,8941,1,2,3,0,1,NA,0,NA,NA,0,0,1,0,0,0,0,0,"ESS Round 4",0,NA,1,1,9
"4496",0,0,NA,1,"elizanef",NA,NA,5,"CH",NA,NA,NA,NA,NA,8,NA,NA,NA,14,3,0,1,2,1,NA,0,1,NA,NA,0,"HS14","testc14",NA,3,0,1,"fra",0,8,3,NA,7,NA,8,4,NA,2,0,41,19,NA,NA,NA,NA,13,0,NA,8942,1,2,3,0,1,NA,0,NA,NA,0,0,1,0,0,0,0,0,"ESS Round 4",0,NA,1,1,9
"4497",0,0,NA,1,"elizanef",NA,NA,5,"CH",NA,NA,NA,NA,NA,7,NA,NA,NA,14,3,0,1,2,1,NA,0,1,NA,NA,0,"HS15","testc15",NA,3,0,1,"fra",0,8,3,NA,7,NA,8,4,NA,2,0,41,19,NA,NA,NA,NA,13,0,NA,8943,1,2,3,0,1,NA,0,NA,NA,0,0,1,0,0,0,0,0,"ESS Round 4",0,NA,1,1,9
"4498",0,0,NA,2,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,2,1,1,NA,0,1,NA,NA,0,"HS16","testc16",NA,2,0,1,"fra",0,2,6,3,6,NA,2,7,NA,3,2,21,57,NA,NA,NA,NA,34,0,NA,8944,2,2,3,0,1,NA,1,0,0,1,1,1,0,0,0,1,1,"ESS Round 4",1,NA,1,1,10
"4499",0,NA,NA,2,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,0,NA,NA,0,0,NA,NA,0,"HS17","testc17",NA,2,0,1,"fra",0,2,1,3,6,NA,2,1,NA,1,0,21,3,NA,NA,NA,NA,2,NA,NA,8945,NA,2,3,0,1,NA,1,0,0,1,1,1,0,0,0,1,1,"ESS Round 4",NA,NA,NA,1,NA
"4500",0,NA,NA,2,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,0,NA,NA,0,0,NA,NA,0,"HS18","testc18",NA,2,0,1,"fra",0,2,1,3,6,NA,2,1,NA,1,0,21,3,NA,NA,NA,NA,2,NA,NA,8946,NA,2,3,0,1,NA,1,0,0,1,1,1,0,0,0,1,1,"ESS Round 4",NA,NA,NA,1,NA
"4501",0,0,NA,4,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,3,1,1,NA,0,0,NA,NA,0,"HS19","testc19",NA,3,0,2,"fra",0,6,5,12,5,NA,6,7,NA,3,1,29,40,NA,NA,NA,NA,28,0,NA,8947,2,2,1,0,3,NA,1,1,0,0,1,1,0,0,0,2,1,"ESS Round 4",0,1,0,1,NA
"4502",0,NA,NA,4,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,3,0,NA,NA,0,0,NA,NA,0,"HS20","testc20",NA,3,0,2,"fra",0,6,2,1,5,NA,6,2,NA,1,0,29,14,NA,NA,NA,NA,8,NA,NA,8948,NA,2,1,0,3,NA,1,1,0,0,1,1,0,0,0,2,1,"ESS Round 4",NA,1,NA,1,NA
"4503",0,NA,NA,4,"elizanef",NA,NA,2,"CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,3,0,NA,NA,0,0,NA,NA,0,"HS21","testc21",NA,3,0,2,"fra",0,6,4,3,5,NA,6,4,NA,1,1,29,19,NA,NA,NA,NA,14,NA,NA,8949,NA,2,1,0,3,NA,1,1,0,0,1,1,0,0,0,2,1,"ESS Round 4",NA,1,NA,1,NA
